sub,block,event,acc,time,task,race
22,0,BAD,1,5558,WORD,
22,0,BAD,1,7567,WORD,
22,0,BAD,1,7888,WORD,
22,0,BAD,1,6875,WORD,
22,0,BAD,1,8990,WORD,
22,0,BAD,1,7289,WORD,
22,0,BAD,1,8906,WORD,
22,0,BAD,1,6593,WORD,
22,0,BAD,1,8150,WORD,
22,0,BAD,1,7394,WORD,
22,0,BAD,1,8364,WORD,
22,0,BAD,1,10375,WORD,
22,0,GOOD,1,6141,WORD,
22,0,GOOD,1,8361,WORD,
22,0,GOOD,1,7409,WORD,
22,0,GOOD,1,5649,WORD,
22,0,GOOD,1,7762,WORD,
22,0,GOOD,1,13145,WORD,
22,0,GOOD,1,7050,WORD,
22,0,GOOD,1,5638,WORD,
22,0,GOOD,1,5207,WORD,
22,0,GOOD,1,5859,WORD,
22,0,GOOD,1,8181,WORD,
22,0,GOOD,1,5391,WORD,
22,0,GOOD,1,6313,WORD,
22,0,GOOD,1,7621,WORD,
22,0,GOOD,1,6010,WORD,
22,0,GOOD,1,6374,WORD,
22,0,GOOD,1,6862,WORD,
22,0,GOOD,1,8381,WORD,
22,0,GOOD,1,7435,WORD,
22,0,GOOD,1,6550,WORD,
22,0,BM,0,10392,NAME,black
22,0,BAD,0,5907,WORD,
22,1,BF,1,9832,NAME,black
22,1,BF,1,6557,NAME,black
22,1,BF,1,9893,NAME,black
22,1,BF,1,28220,NAME,black
22,1,BF,1,11546,NAME,black
22,1,BF,1,7452,NAME,black
22,1,BF,1,5534,NAME,black
22,1,BF,1,6211,NAME,black
22,1,BF,1,6533,NAME,black
22,1,BF,1,5874,NAME,black
22,1,BF,1,11275,NAME,black
22,1,BF,1,6437,NAME,black
22,1,BF,1,5836,NAME,black
22,1,BF,1,9374,NAME,black
22,1,BF,1,5627,NAME,black
22,1,BF,1,7736,NAME,black
22,1,BF,1,5738,NAME,black
22,1,BF,1,9625,NAME,black
22,1,BF,1,10233,NAME,black
22,1,BF,1,8458,NAME,black
22,1,BM,1,31936,NAME,black
22,1,BM,1,6764,NAME,black
22,1,BM,1,10776,NAME,black
22,1,BM,1,10049,NAME,black
22,1,BM,1,13511,NAME,black
22,1,BM,1,5979,NAME,black
22,1,BM,1,6065,NAME,black
22,1,BM,1,10811,NAME,black
22,1,BM,1,7457,NAME,black
22,1,BM,1,11665,NAME,black
22,1,BM,1,9072,NAME,black
22,1,BM,1,5845,NAME,black
22,1,BM,1,9148,NAME,black
22,1,BM,1,12452,NAME,black
22,1,BM,1,9317,NAME,black
22,1,BM,1,8586,NAME,black
22,1,BM,1,11208,NAME,black
22,1,BM,1,9643,NAME,black
22,1,WF,1,7175,NAME,white
22,1,WF,1,6792,NAME,white
22,1,WF,1,9714,NAME,white
22,1,WF,1,9243,NAME,white
22,1,WF,1,11218,NAME,white
22,1,WF,1,7837,NAME,white
22,1,WF,1,5448,NAME,white
22,1,WF,1,6261,NAME,white
22,1,WF,1,7249,NAME,white
22,1,WF,1,10234,NAME,white
22,1,WF,1,4954,NAME,white
22,1,WF,1,7449,NAME,white
22,1,WF,1,7093,NAME,white
22,1,WF,1,6321,NAME,white
22,1,WF,1,10788,NAME,white
22,1,WF,1,10691,NAME,white
22,1,WF,1,7385,NAME,white
22,1,WF,1,14841,NAME,white
22,1,WM,1,12896,NAME,white
22,1,WM,1,9534,NAME,white
22,1,WM,1,14246,NAME,white
22,1,WM,1,25636,NAME,white
22,1,WM,1,14172,NAME,white
22,1,WM,1,7399,NAME,white
22,1,WM,1,10356,NAME,white
22,1,WM,1,5955,NAME,white
22,1,WM,1,15186,NAME,white
22,1,WM,1,6511,NAME,white
22,1,WM,1,14617,NAME,white
22,1,WM,1,6631,NAME,white
22,1,WM,1,10295,NAME,white
22,1,WM,1,8731,NAME,white
22,1,WM,1,11604,NAME,white
22,1,WM,1,8739,NAME,white
22,1,WM,1,6891,NAME,white
22,1,WM,1,7072,NAME,white
22,1,WM,1,12977,NAME,white
22,1,WM,1,12133,NAME,white
22,1,WM,1,9103,NAME,white
22,1,WM,1,9893,NAME,white
22,1,WM,1,17671,NAME,white
22,1,BAD,1,21961,WORD,
22,1,BAD,1,11860,WORD,
22,1,BAD,1,9757,WORD,
22,1,BAD,1,6441,WORD,
22,1,BAD,1,12333,WORD,
22,1,BAD,1,16095,WORD,
22,1,BAD,1,13047,WORD,
22,1,BAD,1,11279,WORD,
22,1,BAD,1,10113,WORD,
22,1,BAD,1,12229,WORD,
22,1,BAD,1,9523,WORD,
22,1,BAD,1,8384,WORD,
22,1,BAD,1,9184,WORD,
22,1,BAD,1,8940,WORD,
22,1,BAD,1,9656,WORD,
22,1,BAD,1,13062,WORD,
22,1,BAD,1,10895,WORD,
22,1,BAD,1,11670,WORD,
22,1,BAD,1,10284,WORD,
22,1,GOOD,1,7907,WORD,
22,1,GOOD,1,12264,WORD,
22,1,GOOD,1,10851,WORD,
22,1,GOOD,1,40906,WORD,
22,1,GOOD,1,15295,WORD,
22,1,GOOD,1,11339,WORD,
22,1,GOOD,1,11565,WORD,
22,1,GOOD,1,15418,WORD,
22,1,GOOD,1,10514,WORD,
22,1,GOOD,1,12632,WORD,
22,1,GOOD,1,13268,WORD,
22,1,GOOD,1,9248,WORD,
22,1,GOOD,1,8501,WORD,
22,1,GOOD,1,8546,WORD,
22,1,GOOD,1,9573,WORD,
22,1,GOOD,1,23475,WORD,
22,1,GOOD,1,10690,WORD,
22,1,GOOD,1,10035,WORD,
22,1,GOOD,1,9476,WORD,
22,1,GOOD,1,9723,WORD,
22,1,BM,0,11849,NAME,black
22,1,WF,0,11544,NAME,white
22,1,BAD,0,12419,WORD,
23,0,BF,1,24270,NAME,black
23,0,BF,1,8175,NAME,black
23,0,BF,1,6814,NAME,black
23,0,BF,1,11613,NAME,black
23,0,BF,1,8249,NAME,black
23,0,BF,1,8886,NAME,black
23,0,BF,1,10090,NAME,black
23,0,BF,1,6982,NAME,black
23,0,BF,1,6015,NAME,black
23,0,BF,1,6516,NAME,black
23,0,BF,1,5602,NAME,black
23,0,BF,1,6343,NAME,black
23,0,BF,1,6090,NAME,black
23,0,BF,1,8309,NAME,black
23,0,BF,1,10730,NAME,black
23,0,BF,1,6585,NAME,black
23,0,BF,1,6839,NAME,black
23,0,BF,1,7389,NAME,black
23,0,BF,1,6265,NAME,black
23,0,BF,1,6144,NAME,black
23,0,BM,1,6230,NAME,black
23,0,BM,1,7342,NAME,black
23,0,BM,1,6553,NAME,black
23,0,BM,1,7313,NAME,black
23,0,BM,1,6746,NAME,black
23,0,BM,1,5361,NAME,black
23,0,BM,1,6035,NAME,black
23,0,BM,1,6541,NAME,black
23,0,BM,1,7895,NAME,black
23,0,BM,1,7139,NAME,black
23,0,BM,1,7042,NAME,black
23,0,BM,1,6179,NAME,black
23,0,BM,1,7227,NAME,black
23,0,BM,1,5632,NAME,black
23,0,BM,1,9744,NAME,black
23,0,BM,1,4620,NAME,black
23,0,BM,1,5779,NAME,black
23,0,BM,1,12329,NAME,black
23,0,WF,1,8676,NAME,white
23,0,WF,1,11020,NAME,white
23,0,WF,1,7318,NAME,white
23,0,WF,1,8153,NAME,white
23,0,WF,1,9690,NAME,white
23,0,WF,1,7667,NAME,white
23,0,WF,1,8689,NAME,white
23,0,WF,1,5637,NAME,white
23,0,WF,1,5939,NAME,white
23,0,WF,1,5660,NAME,white
23,0,WF,1,8784,NAME,white
23,0,WF,1,6508,NAME,white
23,0,WF,1,5437,NAME,white
23,0,WF,1,6020,NAME,white
23,0,WF,1,6639,NAME,white
23,0,WF,1,7684,NAME,white
23,0,WF,1,5416,NAME,white
23,0,WF,1,6041,NAME,white
23,0,WF,1,17793,NAME,white
23,0,WM,1,9491,NAME,white
23,0,WM,1,8069,NAME,white
23,0,WM,1,10252,NAME,white
23,0,WM,1,6286,NAME,white
23,0,WM,1,8976,NAME,white
23,0,WM,1,6700,NAME,white
23,0,WM,1,11187,NAME,white
23,0,WM,1,5818,NAME,white
23,0,WM,1,5945,NAME,white
23,0,WM,1,8769,NAME,white
23,0,WM,1,12271,NAME,white
23,0,WM,1,11826,NAME,white
23,0,WM,1,10374,NAME,white
23,0,WM,1,8236,NAME,white
23,0,WM,1,7501,NAME,white
23,0,WM,1,9540,NAME,white
23,0,WM,1,6850,NAME,white
23,0,WM,1,5741,NAME,white
23,0,WM,1,8853,NAME,white
23,0,WM,1,6065,NAME,white
23,0,WM,1,6723,NAME,white
23,0,WM,1,5814,NAME,white
23,0,BAD,1,8427,WORD,
23,0,BAD,1,6496,WORD,
23,0,BAD,1,8210,WORD,
23,0,BAD,1,6735,WORD,
23,0,BAD,1,10454,WORD,
23,0,BAD,1,6483,WORD,
23,0,BAD,1,8736,WORD,
23,0,BAD,1,6496,WORD,
23,0,BAD,1,5363,WORD,
23,0,BAD,1,8226,WORD,
23,0,BAD,1,7676,WORD,
23,0,BAD,1,8952,WORD,
23,0,BAD,1,10595,WORD,
23,0,BAD,1,8680,WORD,
23,0,BAD,1,6111,WORD,
23,0,BAD,1,6781,WORD,
23,0,BAD,1,7553,WORD,
23,0,BAD,1,6694,WORD,
23,0,BAD,1,6753,WORD,
23,0,BAD,1,7003,WORD,
23,0,GOOD,1,15532,WORD,
23,0,GOOD,1,5851,WORD,
23,0,GOOD,1,8823,WORD,
23,0,GOOD,1,6800,WORD,
23,0,GOOD,1,8269,WORD,
23,0,GOOD,1,6904,WORD,
23,0,GOOD,1,7836,WORD,
23,0,GOOD,1,5875,WORD,
23,0,GOOD,1,5503,WORD,
23,0,GOOD,1,8270,WORD,
23,0,GOOD,1,8172,WORD,
23,0,GOOD,1,5683,WORD,
23,0,GOOD,1,6600,WORD,
23,0,GOOD,1,9662,WORD,
23,0,GOOD,1,5241,WORD,
23,0,GOOD,1,6089,WORD,
23,0,GOOD,1,5703,WORD,
23,0,GOOD,1,5225,WORD,
23,0,GOOD,1,6274,WORD,
23,0,BM,0,8127,NAME,black
23,0,WM,0,6478,NAME,white
23,0,GOOD,0,11440,WORD,
23,1,BF,1,21637,NAME,black
23,1,BF,1,8178,NAME,black
23,1,BF,1,16219,NAME,black
23,1,BF,1,17704,NAME,black
23,1,BF,1,13633,NAME,black
23,1,BF,1,6304,NAME,black
23,1,BF,1,13907,NAME,black
23,1,BF,1,13459,NAME,black
23,1,BF,1,6739,NAME,black
23,1,BF,1,5989,NAME,black
23,1,BF,1,10480,NAME,black
23,1,BF,1,28229,NAME,black
23,1,BF,1,6466,NAME,black
23,1,BF,1,12273,NAME,black
23,1,BF,1,8659,NAME,black
23,1,BF,1,27806,NAME,black
23,1,BF,1,6430,NAME,black
23,1,BF,1,12673,NAME,black
23,1,BF,1,6262,NAME,black
23,1,BF,1,9068,NAME,black
23,1,BM,1,26017,NAME,black
23,1,BM,1,7566,NAME,black
23,1,BM,1,17910,NAME,black
23,1,BM,1,9709,NAME,black
23,1,BM,1,7013,NAME,black
23,1,BM,1,17040,NAME,black
23,1,BM,1,9927,NAME,black
23,1,BM,1,14084,NAME,black
23,1,BM,1,15682,NAME,black
23,1,BM,1,15886,NAME,black
23,1,BM,1,16364,NAME,black
23,1,BM,1,12877,NAME,black
23,1,BM,1,9471,NAME,black
23,1,BM,1,8114,NAME,black
23,1,BM,1,18310,NAME,black
23,1,BM,1,15455,NAME,black
23,1,BM,1,9916,NAME,black
23,1,BM,1,5766,NAME,black
23,1,BM,1,6592,NAME,black
23,1,WF,1,14638,NAME,white
23,1,WF,1,12709,NAME,white
23,1,WF,1,12265,NAME,white
23,1,WF,1,8663,NAME,white
23,1,WF,1,16955,NAME,white
23,1,WF,1,19342,NAME,white
23,1,WF,1,17529,NAME,white
23,1,WF,1,6370,NAME,white
23,1,WF,1,8268,NAME,white
23,1,WF,1,5752,NAME,white
23,1,WF,1,14058,NAME,white
23,1,WF,1,17417,NAME,white
23,1,WF,1,8781,NAME,white
23,1,WF,1,8059,NAME,white
23,1,WF,1,11605,NAME,white
23,1,WF,1,6540,NAME,white
23,1,WF,1,4282,NAME,white
23,1,WF,1,6733,NAME,white
23,1,WM,1,11087,NAME,white
23,1,WM,1,12215,NAME,white
23,1,WM,1,12531,NAME,white
23,1,WM,1,27750,NAME,white
23,1,WM,1,10429,NAME,white
23,1,WM,1,7276,NAME,white
23,1,WM,1,11557,NAME,white
23,1,WM,1,21879,NAME,white
23,1,WM,1,8394,NAME,white
23,1,WM,1,19397,NAME,white
23,1,WM,1,8241,NAME,white
23,1,WM,1,8240,NAME,white
23,1,WM,1,8051,NAME,white
23,1,WM,1,9020,NAME,white
23,1,WM,1,8851,NAME,white
23,1,WM,1,12729,NAME,white
23,1,WM,1,7216,NAME,white
23,1,WM,1,11079,NAME,white
23,1,WM,1,8080,NAME,white
23,1,WM,1,6856,NAME,white
23,1,WM,1,5967,NAME,white
23,1,WM,1,18646,NAME,white
23,1,BAD,1,14680,WORD,
23,1,BAD,1,16035,WORD,
23,1,BAD,1,22551,WORD,
23,1,BAD,1,13184,WORD,
23,1,BAD,1,15116,WORD,
23,1,BAD,1,11477,WORD,
23,1,BAD,1,10020,WORD,
23,1,BAD,1,13193,WORD,
23,1,BAD,1,16307,WORD,
23,1,BAD,1,34993,WORD,
23,1,BAD,1,14261,WORD,
23,1,BAD,1,31603,WORD,
23,1,BAD,1,11816,WORD,
23,1,BAD,1,13708,WORD,
23,1,BAD,1,11601,WORD,
23,1,BAD,1,8954,WORD,
23,1,BAD,1,22852,WORD,
23,1,BAD,1,13046,WORD,
23,1,BAD,1,17684,WORD,
23,1,GOOD,1,18550,WORD,
23,1,GOOD,1,11105,WORD,
23,1,GOOD,1,7483,WORD,
23,1,GOOD,1,18369,WORD,
23,1,GOOD,1,16345,WORD,
23,1,GOOD,1,8668,WORD,
23,1,GOOD,1,14229,WORD,
23,1,GOOD,1,12069,WORD,
23,1,GOOD,1,13915,WORD,
23,1,GOOD,1,8457,WORD,
23,1,GOOD,1,12056,WORD,
23,1,GOOD,1,11108,WORD,
23,1,GOOD,1,9589,WORD,
23,1,GOOD,1,6758,WORD,
23,1,GOOD,1,12930,WORD,
23,1,GOOD,1,13168,WORD,
23,1,GOOD,1,12935,WORD,
23,1,GOOD,1,7249,WORD,
23,1,GOOD,1,18077,WORD,
23,1,WF,0,7407,NAME,white
23,1,WM,0,8169,NAME,white
23,1,BAD,0,18644,WORD,
23,1,GOOD,0,9161,WORD,
24,0,BF,1,11510,NAME,black
24,0,BF,1,4355,NAME,black
24,0,BF,1,6250,NAME,black
24,0,BF,1,4143,NAME,black
24,0,BF,1,4490,NAME,black
24,0,BF,1,4588,NAME,black
24,0,BF,1,5372,NAME,black
24,0,BF,1,5026,NAME,black
24,0,BF,1,5368,NAME,black
24,0,BF,1,6945,NAME,black
24,0,BF,1,4290,NAME,black
24,0,BF,1,12849,NAME,black
24,0,BF,1,6020,NAME,black
24,0,BF,1,4263,NAME,black
24,0,BF,1,5127,NAME,black
24,0,BF,1,6403,NAME,black
24,0,BF,1,5471,NAME,black
24,0,BF,1,18111,NAME,black
24,0,BM,1,5467,NAME,black
24,0,BM,1,7035,NAME,black
24,0,BM,1,5784,NAME,black
24,0,BM,1,10028,NAME,black
24,0,BM,1,5240,NAME,black
24,0,BM,1,6115,NAME,black
24,0,BM,1,4051,NAME,black
24,0,BM,1,4546,NAME,black
24,0,BM,1,7142,NAME,black
24,0,BM,1,6570,NAME,black
24,0,BM,1,6856,NAME,black
24,0,BM,1,5932,NAME,black
24,0,BM,1,11064,NAME,black
24,0,BM,1,4714,NAME,black
24,0,BM,1,5641,NAME,black
24,0,BM,1,5146,NAME,black
24,0,BM,1,12601,NAME,black
24,0,WF,1,11195,NAME,white
24,0,WF,1,6876,NAME,white
24,0,WF,1,7047,NAME,white
24,0,WF,1,10691,NAME,white
24,0,WF,1,4872,NAME,white
24,0,WF,1,5146,NAME,white
24,0,WF,1,4550,NAME,white
24,0,WF,1,4819,NAME,white
24,0,WF,1,8010,NAME,white
24,0,WF,1,4978,NAME,white
24,0,WF,1,6294,NAME,white
24,0,WF,1,4299,NAME,white
24,0,WF,1,4396,NAME,white
24,0,WF,1,4962,NAME,white
24,0,WF,1,4919,NAME,white
24,0,WF,1,5412,NAME,white
24,0,WF,1,3294,NAME,white
24,0,WF,1,10123,NAME,white
24,0,WM,1,6188,NAME,white
24,0,WM,1,8708,NAME,white
24,0,WM,1,11328,NAME,white
24,0,WM,1,5216,NAME,white
24,0,WM,1,6205,NAME,white
24,0,WM,1,5087,NAME,white
24,0,WM,1,9410,NAME,white
24,0,WM,1,5380,NAME,white
24,0,WM,1,6476,NAME,white
24,0,WM,1,4840,NAME,white
24,0,WM,1,4568,NAME,white
24,0,WM,1,4827,NAME,white
24,0,WM,1,4736,NAME,white
24,0,WM,1,5570,NAME,white
24,0,WM,1,4081,NAME,white
24,0,WM,1,4851,NAME,white
24,0,WM,1,7051,NAME,white
24,0,WM,1,5639,NAME,white
24,0,WM,1,10230,NAME,white
24,0,WM,1,4086,NAME,white
24,0,WM,1,4091,NAME,white
24,0,WM,1,11137,NAME,white
24,0,BAD,1,11396,WORD,
24,0,BAD,1,7414,WORD,
24,0,BAD,1,16885,WORD,
24,0,BAD,1,5369,WORD,
24,0,BAD,1,7640,WORD,
24,0,BAD,1,4884,WORD,
24,0,BAD,1,6874,WORD,
24,0,BAD,1,5646,WORD,
24,0,BAD,1,6259,WORD,
24,0,BAD,1,13559,WORD,
24,0,BAD,1,5157,WORD,
24,0,BAD,1,5074,WORD,
24,0,BAD,1,5026,WORD,
24,0,BAD,1,5344,WORD,
24,0,BAD,1,4683,WORD,
24,0,BAD,1,7318,WORD,
24,0,BAD,1,13159,WORD,
24,0,BAD,1,5077,WORD,
24,0,GOOD,1,5907,WORD,
24,0,GOOD,1,5417,WORD,
24,0,GOOD,1,10112,WORD,
24,0,GOOD,1,7323,WORD,
24,0,GOOD,1,6530,WORD,
24,0,GOOD,1,9858,WORD,
24,0,GOOD,1,8529,WORD,
24,0,GOOD,1,6106,WORD,
24,0,GOOD,1,5418,WORD,
24,0,GOOD,1,4665,WORD,
24,0,GOOD,1,7039,WORD,
24,0,GOOD,1,7461,WORD,
24,0,GOOD,1,3766,WORD,
24,0,GOOD,1,5121,WORD,
24,0,GOOD,1,4272,WORD,
24,0,GOOD,1,5065,WORD,
24,0,GOOD,1,12130,WORD,
24,0,GOOD,1,7179,WORD,
24,0,GOOD,1,4047,WORD,
24,0,GOOD,1,7571,WORD,
24,0,BF,0,6481,NAME,black
24,0,BF,0,9683,NAME,black
24,0,BM,0,4297,NAME,black
24,0,BM,0,4304,NAME,black
24,0,WF,0,4956,NAME,white
24,0,WM,0,4165,NAME,white
24,0,BAD,0,4341,WORD,
24,0,BAD,0,7253,WORD,
24,1,BF,1,53684,NAME,black
24,1,BF,1,19716,NAME,black
24,1,BF,1,14262,NAME,black
24,1,BF,1,18152,NAME,black
24,1,BF,1,6658,NAME,black
24,1,BF,1,4978,NAME,black
24,1,BF,1,4635,NAME,black
24,1,BF,1,5440,NAME,black
24,1,BF,1,4372,NAME,black
24,1,BF,1,5026,NAME,black
24,1,BF,1,4194,NAME,black
24,1,BF,1,5903,NAME,black
24,1,BF,1,4142,NAME,black
24,1,BF,1,9094,NAME,black
24,1,BF,1,4997,NAME,black
24,1,BF,1,5306,NAME,black
24,1,BF,1,8984,NAME,black
24,1,BF,1,5798,NAME,black
24,1,BF,1,6024,NAME,black
24,1,BM,1,16456,NAME,black
24,1,BM,1,8426,NAME,black
24,1,BM,1,15723,NAME,black
24,1,BM,1,13460,NAME,black
24,1,BM,1,17963,NAME,black
24,1,BM,1,8500,NAME,black
24,1,BM,1,4738,NAME,black
24,1,BM,1,4781,NAME,black
24,1,BM,1,28894,NAME,black
24,1,BM,1,5463,NAME,black
24,1,BM,1,11813,NAME,black
24,1,BM,1,7547,NAME,black
24,1,BM,1,21911,NAME,black
24,1,BM,1,6809,NAME,black
24,1,BM,1,6430,NAME,black
24,1,BM,1,4689,NAME,black
24,1,BM,1,4203,NAME,black
24,1,BM,1,6025,NAME,black
24,1,BM,1,7821,NAME,black
24,1,WF,1,7407,NAME,white
24,1,WF,1,24462,NAME,white
24,1,WF,1,8016,NAME,white
24,1,WF,1,10485,NAME,white
24,1,WF,1,5803,NAME,white
24,1,WF,1,8294,NAME,white
24,1,WF,1,5306,NAME,white
24,1,WF,1,11336,NAME,white
24,1,WF,1,6650,NAME,white
24,1,WF,1,7801,NAME,white
24,1,WF,1,4644,NAME,white
24,1,WF,1,7870,NAME,white
24,1,WF,1,7955,NAME,white
24,1,WF,1,12573,NAME,white
24,1,WF,1,11348,NAME,white
24,1,WF,1,5255,NAME,white
24,1,WF,1,12497,NAME,white
24,1,WM,1,33701,NAME,white
24,1,WM,1,21462,NAME,white
24,1,WM,1,7664,NAME,white
24,1,WM,1,9606,NAME,white
24,1,WM,1,8169,NAME,white
24,1,WM,1,6304,NAME,white
24,1,WM,1,8713,NAME,white
24,1,WM,1,17188,NAME,white
24,1,WM,1,11851,NAME,white
24,1,WM,1,7876,NAME,white
24,1,WM,1,14042,NAME,white
24,1,WM,1,8044,NAME,white
24,1,WM,1,7323,NAME,white
24,1,WM,1,6645,NAME,white
24,1,WM,1,10327,NAME,white
24,1,WM,1,35980,NAME,white
24,1,WM,1,5920,NAME,white
24,1,WM,1,6556,NAME,white
24,1,WM,1,9064,NAME,white
24,1,WM,1,5956,NAME,white
24,1,WM,1,7475,NAME,white
24,1,BAD,1,39314,WORD,
24,1,BAD,1,13618,WORD,
24,1,BAD,1,12331,WORD,
24,1,BAD,1,57019,WORD,
24,1,BAD,1,14660,WORD,
24,1,BAD,1,20295,WORD,
24,1,BAD,1,11022,WORD,
24,1,BAD,1,55189,WORD,
24,1,BAD,1,9599,WORD,
24,1,BAD,1,13936,WORD,
24,1,BAD,1,7192,WORD,
24,1,BAD,1,9646,WORD,
24,1,BAD,1,6115,WORD,
24,1,BAD,1,25469,WORD,
24,1,BAD,1,7187,WORD,
24,1,BAD,1,8852,WORD,
24,1,BAD,1,4884,WORD,
24,1,GOOD,1,17853,WORD,
24,1,GOOD,1,13338,WORD,
24,1,GOOD,1,9963,WORD,
24,1,GOOD,1,13127,WORD,
24,1,GOOD,1,8563,WORD,
24,1,GOOD,1,42092,WORD,
24,1,GOOD,1,16564,WORD,
24,1,GOOD,1,10841,WORD,
24,1,GOOD,1,6694,WORD,
24,1,GOOD,1,17238,WORD,
24,1,GOOD,1,17830,WORD,
24,1,GOOD,1,9035,WORD,
24,1,GOOD,1,7382,WORD,
24,1,GOOD,1,6148,WORD,
24,1,GOOD,1,7808,WORD,
24,1,GOOD,1,6960,WORD,
24,1,GOOD,1,20975,WORD,
24,1,BF,0,4772,NAME,black
24,1,WF,0,8598,NAME,white
24,1,WF,0,4342,NAME,white
24,1,WM,0,4910,NAME,white
24,1,WM,0,3445,NAME,white
24,1,BAD,0,15520,WORD,
24,1,BAD,0,8718,WORD,
24,1,BAD,0,39302,WORD,
24,1,GOOD,0,70327,WORD,
24,1,GOOD,0,25258,WORD,
24,1,GOOD,0,11000,WORD,
25,0,BF,1,13585,NAME,black
25,0,BF,1,13168,NAME,black
25,0,BF,1,17794,NAME,black
25,0,BF,1,6778,NAME,black
25,0,BF,1,10184,NAME,black
25,0,BF,1,11295,NAME,black
25,0,BF,1,6923,NAME,black
25,0,BF,1,7808,NAME,black
25,0,BF,1,7575,NAME,black
25,0,BF,1,7532,NAME,black
25,0,BF,1,6416,NAME,black
25,0,BF,1,13129,NAME,black
25,0,BF,1,9794,NAME,black
25,0,BF,1,14397,NAME,black
25,0,BF,1,6219,NAME,black
25,0,BF,1,7072,NAME,black
25,0,BF,1,12757,NAME,black
25,0,BF,1,8477,NAME,black
25,0,BF,1,7775,NAME,black
25,0,BF,1,7633,NAME,black
25,0,BM,1,17346,NAME,black
25,0,BM,1,11237,NAME,black
25,0,BM,1,8279,NAME,black
25,0,BM,1,6879,NAME,black
25,0,BM,1,9588,NAME,black
25,0,BM,1,7063,NAME,black
25,0,BM,1,7579,NAME,black
25,0,BM,1,6088,NAME,black
25,0,BM,1,6288,NAME,black
25,0,BM,1,6024,NAME,black
25,0,BM,1,6503,NAME,black
25,0,BM,1,7095,NAME,black
25,0,BM,1,17771,NAME,black
25,0,BM,1,7346,NAME,black
25,0,WF,1,12632,NAME,white
25,0,WF,1,8205,NAME,white
25,0,WF,1,9964,NAME,white
25,0,WF,1,14752,NAME,white
25,0,WF,1,8823,NAME,white
25,0,WF,1,7909,NAME,white
25,0,WF,1,12092,NAME,white
25,0,WF,1,10154,NAME,white
25,0,WF,1,6326,NAME,white
25,0,WF,1,8203,NAME,white
25,0,WF,1,7874,NAME,white
25,0,WF,1,8252,NAME,white
25,0,WF,1,7749,NAME,white
25,0,WF,1,7589,NAME,white
25,0,WF,1,7748,NAME,white
25,0,WF,1,7289,NAME,white
25,0,WF,1,7356,NAME,white
25,0,WF,1,7138,NAME,white
25,0,WF,1,6131,NAME,white
25,0,WM,1,10663,NAME,white
25,0,WM,1,9758,NAME,white
25,0,WM,1,7919,NAME,white
25,0,WM,1,10222,NAME,white
25,0,WM,1,8646,NAME,white
25,0,WM,1,8879,NAME,white
25,0,WM,1,8640,NAME,white
25,0,WM,1,6648,NAME,white
25,0,WM,1,7316,NAME,white
25,0,WM,1,7529,NAME,white
25,0,WM,1,32224,NAME,white
25,0,WM,1,6789,NAME,white
25,0,WM,1,6983,NAME,white
25,0,WM,1,10612,NAME,white
25,0,WM,1,7664,NAME,white
25,0,WM,1,7058,NAME,white
25,0,WM,1,11865,NAME,white
25,0,WM,1,6678,NAME,white
25,0,WM,1,6852,NAME,white
25,0,WM,1,5611,NAME,white
25,0,WM,1,7401,NAME,white
25,0,WM,1,9701,NAME,white
25,0,BAD,1,37852,WORD,
25,0,BAD,1,11044,WORD,
25,0,BAD,1,8360,WORD,
25,0,BAD,1,7040,WORD,
25,0,BAD,1,8933,WORD,
25,0,BAD,1,7485,WORD,
25,0,BAD,1,9186,WORD,
25,0,BAD,1,7319,WORD,
25,0,BAD,1,6359,WORD,
25,0,BAD,1,7192,WORD,
25,0,BAD,1,7440,WORD,
25,0,BAD,1,6469,WORD,
25,0,BAD,1,8285,WORD,
25,0,BAD,1,15890,WORD,
25,0,BAD,1,11033,WORD,
25,0,BAD,1,7039,WORD,
25,0,BAD,1,7811,WORD,
25,0,BAD,1,6671,WORD,
25,0,BAD,1,13221,WORD,
25,0,GOOD,1,8388,WORD,
25,0,GOOD,1,7981,WORD,
25,0,GOOD,1,10539,WORD,
25,0,GOOD,1,8444,WORD,
25,0,GOOD,1,12434,WORD,
25,0,GOOD,1,12960,WORD,
25,0,GOOD,1,10339,WORD,
25,0,GOOD,1,7376,WORD,
25,0,GOOD,1,6007,WORD,
25,0,GOOD,1,6080,WORD,
25,0,GOOD,1,11277,WORD,
25,0,GOOD,1,7404,WORD,
25,0,GOOD,1,6178,WORD,
25,0,GOOD,1,15169,WORD,
25,0,GOOD,1,5515,WORD,
25,0,GOOD,1,6893,WORD,
25,0,GOOD,1,7677,WORD,
25,0,GOOD,1,14411,WORD,
25,0,GOOD,1,10265,WORD,
25,0,GOOD,1,8154,WORD,
25,0,BM,0,13221,NAME,black
25,0,BM,0,8549,NAME,black
25,0,BM,0,9088,NAME,black
25,0,BM,0,7414,NAME,black
25,0,BM,0,6594,NAME,black
25,0,WM,0,12802,NAME,white
25,0,BAD,0,8919,WORD,
25,1,BF,1,10988,NAME,black
25,1,BF,1,10452,NAME,black
25,1,BF,1,10135,NAME,black
25,1,BF,1,10723,NAME,black
25,1,BF,1,20048,NAME,black
25,1,BF,1,10715,NAME,black
25,1,BF,1,8293,NAME,black
25,1,BF,1,8768,NAME,black
25,1,BF,1,7631,NAME,black
