sub	cell	channel	voltage	incongruency	coronal	sagittal	SC_RT	MC_RT	old_IAT	IAT_2003
23	congruent	FC3	2.276091	0	1	0	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	FC3	1.526868	1	1	0	126.3941	484.2971	0.440401914	1.0011968
23	congruent	FCZ	1.636063	0	1	1	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	FCZ	0.0294995	1	1	1	126.3941	484.2971	0.440401914	1.0011968
23	congruent	FC4	3.4693985	0	1	2	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	FC4	1.127872	1	1	2	126.3941	484.2971	0.440401914	1.0011968
23	congruent	C3	4.1318635	0	2	0	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	C3	5.174762	1	2	0	126.3941	484.2971	0.440401914	1.0011968
23	congruent	CZ	3.589383	0	2	1	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	CZ	3.916915	1	2	1	126.3941	484.2971	0.440401914	1.0011968
23	congruent	C4	4.525539	0	2	2	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	C4	3.756844	1	2	2	126.3941	484.2971	0.440401914	1.0011968
23	congruent	CP3	5.2286695	0	3	0	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	CP3	6.7510165	1	3	0	126.3941	484.2971	0.440401914	1.0011968
23	congruent	CPZ	5.6452745	0	3	1	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	CPZ	7.5620555	1	3	1	126.3941	484.2971	0.440401914	1.0011968
23	congruent	CP4	4.8541475	0	3	2	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	CP4	5.7301015	1	3	2	126.3941	484.2971	0.440401914	1.0011968
23	congruent	P3	5.888662	0	4	0	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	P3	7.618211	1	4	0	126.3941	484.2971	0.440401914	1.0011968
23	congruent	PZ	6.300269	0	4	1	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	PZ	9.41702	1	4	1	126.3941	484.2971	0.440401914	1.0011968
23	congruent	P4	5.0537805	0	4	2	126.3941	484.2971	0.440401914	1.0011968
23	incongruent	P4	6.793744	1	4	2	126.3941	484.2971	0.440401914	1.0011968
24	congruent	F3	-0.6836545	0	0	0	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	F3	-0.7751315	1	0	0	280.3165	588.6559	0.443441208	0.6393342
24	congruent	FZ	-1.6828515	0	0	1	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	FZ	-0.8356805	1	0	1	280.3165	588.6559	0.443441208	0.6393342
24	congruent	F4	0.6787555	0	0	2	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	F4	0.3406905	1	0	2	280.3165	588.6559	0.443441208	0.6393342
24	congruent	FC3	-1.214824	0	1	0	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	FC3	-0.931767	1	1	0	280.3165	588.6559	0.443441208	0.6393342
24	congruent	FCZ	-2.4299205	0	1	1	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	FCZ	-1.1842915	1	1	1	280.3165	588.6559	0.443441208	0.6393342
24	congruent	FC4	0.1643395	0	1	2	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	FC4	0.3665845	1	1	2	280.3165	588.6559	0.443441208	0.6393342
24	congruent	C3	-1.4953805	0	2	0	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	C3	-0.695074	1	2	0	280.3165	588.6559	0.443441208	0.6393342
24	congruent	CZ	-1.778883	0	2	1	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	CZ	-0.974245	1	2	1	280.3165	588.6559	0.443441208	0.6393342
24	congruent	C4	0.161315	0	2	2	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	C4	0.024182	1	2	2	280.3165	588.6559	0.443441208	0.6393342
24	congruent	CP3	-0.5493515	0	3	0	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	CP3	0.1728285	1	3	0	280.3165	588.6559	0.443441208	0.6393342
24	congruent	CPZ	-0.5204815	0	3	1	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	CPZ	0.0998055	1	3	1	280.3165	588.6559	0.443441208	0.6393342
24	congruent	CP4	1.970489	0	3	2	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	CP4	1.83124	1	3	2	280.3165	588.6559	0.443441208	0.6393342
24	congruent	P3	0.953432	0	4	0	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	P3	1.876017	1	4	0	280.3165	588.6559	0.443441208	0.6393342
24	congruent	PZ	1.0786135	0	4	1	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	PZ	2.122455	1	4	1	280.3165	588.6559	0.443441208	0.6393342
24	congruent	P4	3.7684585	0	4	2	280.3165	588.6559	0.443441208	0.6393342
24	incongruent	P4	3.6689495	1	4	2	280.3165	588.6559	0.443441208	0.6393342
25	congruent	F3	0.991967	0	0	0	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	F3	1.2687655	1	0	0	207.72355	247.66335	0.257008905	0.5051649
25	congruent	FZ	1.0975925	0	0	1	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	FZ	1.012651	1	0	1	207.72355	247.66335	0.257008905	0.5051649
25	congruent	F4	0.9308975	0	0	2	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	F4	1.4332625	1	0	2	207.72355	247.66335	0.257008905	0.5051649
25	congruent	FC3	1.845879	0	1	0	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	FC3	1.5342875	1	1	0	207.72355	247.66335	0.257008905	0.5051649
25	congruent	FCZ	1.8605505	0	1	1	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	FCZ	0.959052	1	1	1	207.72355	247.66335	0.257008905	0.5051649
25	congruent	FC4	1.7199865	0	1	2	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	FC4	1.869345	1	1	2	207.72355	247.66335	0.257008905	0.5051649
25	congruent	C3	2.2689755	0	2	0	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	C3	1.111773	1	2	0	207.72355	247.66335	0.257008905	0.5051649
25	congruent	CZ	2.0117255	0	2	1	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	CZ	0.585235	1	2	1	207.72355	247.66335	0.257008905	0.5051649
25	congruent	C4	1.999964	0	2	2	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	C4	2.021581	1	2	2	207.72355	247.66335	0.257008905	0.5051649
25	congruent	CP3	3.024603	0	3	0	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	CP3	1.1898475	1	3	0	207.72355	247.66335	0.257008905	0.5051649
25	congruent	CPZ	2.1875965	0	3	1	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	CPZ	0.258319	1	3	1	207.72355	247.66335	0.257008905	0.5051649
25	congruent	CP4	2.745157	0	3	2	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	CP4	1.9428045	1	3	2	207.72355	247.66335	0.257008905	0.5051649
25	congruent	P3	4.559871	0	4	0	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	P3	1.7310775	1	4	0	207.72355	247.66335	0.257008905	0.5051649
25	congruent	PZ	3.462908	0	4	1	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	PZ	1.28357	1	4	1	207.72355	247.66335	0.257008905	0.5051649
25	congruent	P4	3.8832095	0	4	2	207.72355	247.66335	0.257008905	0.5051649
25	incongruent	P4	2.601932	1	4	2	207.72355	247.66335	0.257008905	0.5051649
26	congruent	F3	0.325592	0	0	0	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	F3	-1.3998405	1	0	0	100.99505	265.30825	0.300283637	0.8486515
26	congruent	FZ	0.192517	0	0	1	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	FZ	-3.360723	1	0	1	100.99505	265.30825	0.300283637	0.8486515
26	congruent	F4	-2.347053	0	0	2	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	F4	-2.5130275	1	0	2	100.99505	265.30825	0.300283637	0.8486515
26	congruent	FC3	1.374699	0	1	0	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	FC3	-1.564558	1	1	0	100.99505	265.30825	0.300283637	0.8486515
26	congruent	FCZ	1.0519915	0	1	1	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	FCZ	-2.530469	1	1	1	100.99505	265.30825	0.300283637	0.8486515
26	congruent	FC4	-0.4801855	0	1	2	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	FC4	-2.027279	1	1	2	100.99505	265.30825	0.300283637	0.8486515
26	congruent	C3	2.169747	0	2	0	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	C3	-0.695184	1	2	0	100.99505	265.30825	0.300283637	0.8486515
26	congruent	CZ	1.425986	0	2	1	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	CZ	-2.1450555	1	2	1	100.99505	265.30825	0.300283637	0.8486515
26	congruent	C4	-1.7620145	0	2	2	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	C4	-1.2158675	1	2	2	100.99505	265.30825	0.300283637	0.8486515
26	congruent	CP3	2.3173515	0	3	0	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	CP3	-0.090466	1	3	0	100.99505	265.30825	0.300283637	0.8486515
26	congruent	CPZ	1.5546755	0	3	1	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	CPZ	-1.9809	1	3	1	100.99505	265.30825	0.300283637	0.8486515
26	congruent	CP4	-0.1278945	0	3	2	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	CP4	-1.69561	1	3	2	100.99505	265.30825	0.300283637	0.8486515
26	congruent	P3	3.285281	0	4	0	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	P3	1.479215	1	4	0	100.99505	265.30825	0.300283637	0.8486515
26	congruent	PZ	0.593888	0	4	1	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	PZ	-1.8467635	1	4	1	100.99505	265.30825	0.300283637	0.8486515
26	congruent	P4	-0.4046415	0	4	2	100.99505	265.30825	0.300283637	0.8486515
26	incongruent	P4	0.178548	1	4	2	100.99505	265.30825	0.300283637	0.8486515
