sub	cell	channel	voltage	switch	coronal	sagittal	SC_RT	MC_RT	old_IAT	IAT_2003
22	No-switch	P4	2.71563	0	4	2	260.03565	266.43035	0.264625344	0.6954895
22	switch	P4	4.2447615	1	4	2	260.03565	266.43035	0.264625344	0.6954895
23	No-switch	F3	-0.8158365	0	0	0	126.3941	484.2971	0.440401914	1.0011968
23	switch	F3	-0.1245355	1	0	0	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	FZ	-1.825762	0	0	1	126.3941	484.2971	0.440401914	1.0011968
23	switch	FZ	-0.502008	1	0	1	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	F4	-0.909718	0	0	2	126.3941	484.2971	0.440401914	1.0011968
23	switch	F4	0.560216	1	0	2	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	FC3	1.521801	0	1	0	126.3941	484.2971	0.440401914	1.0011968
23	switch	FC3	2.281158	1	1	0	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	FCZ	0.200206	0	1	1	126.3941	484.2971	0.440401914	1.0011968
23	switch	FCZ	1.4653565	1	1	1	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	FC4	1.6573895	0	1	2	126.3941	484.2971	0.440401914	1.0011968
23	switch	FC4	2.939881	1	1	2	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	C3	4.115927	0	2	0	126.3941	484.2971	0.440401914	1.0011968
23	switch	C3	5.1906985	1	2	0	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	CZ	3.1445425	0	2	1	126.3941	484.2971	0.440401914	1.0011968
23	switch	CZ	4.3617555	1	2	1	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	C4	3.6782065	0	2	2	126.3941	484.2971	0.440401914	1.0011968
23	switch	C4	4.6041765	1	2	2	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	CP3	5.263425	0	3	0	126.3941	484.2971	0.440401914	1.0011968
23	switch	CP3	6.716261	1	3	0	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	CPZ	5.964332	0	3	1	126.3941	484.2971	0.440401914	1.0011968
23	switch	CPZ	7.242998	1	3	1	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	CP4	4.898032	0	3	2	126.3941	484.2971	0.440401914	1.0011968
23	switch	CP4	5.686217	1	3	2	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	P3	6.256212	0	4	0	126.3941	484.2971	0.440401914	1.0011968
23	switch	P3	7.250661	1	4	0	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	PZ	7.126164	0	4	1	126.3941	484.2971	0.440401914	1.0011968
23	switch	PZ	8.591125	1	4	1	126.3941	484.2971	0.440401914	1.0011968
23	No-switch	P4	5.4175585	0	4	2	126.3941	484.2971	0.440401914	1.0011968
23	switch	P4	6.429966	1	4	2	126.3941	484.2971	0.440401914	1.0011968
24	No-switch	F3	-1.1531875	0	0	0	280.3165	588.6559	0.443441208	0.6393342
24	switch	F3	-0.3055985	1	0	0	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	FZ	-2.207826	0	0	1	280.3165	588.6559	0.443441208	0.6393342
24	switch	FZ	-0.310706	1	0	1	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	F4	0.228393	0	0	2	280.3165	588.6559	0.443441208	0.6393342
24	switch	F4	0.791053	1	0	2	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	FC3	-1.535543	0	1	0	280.3165	588.6559	0.443441208	0.6393342
24	switch	FC3	-0.611048	1	1	0	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	FCZ	-2.7375775	0	1	1	280.3165	588.6559	0.443441208	0.6393342
24	switch	FCZ	-0.8766345	1	1	1	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	FC4	-0.090819	0	1	2	280.3165	588.6559	0.443441208	0.6393342
24	switch	FC4	0.621743	1	1	2	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	C3	-1.8046445	0	2	0	280.3165	588.6559	0.443441208	0.6393342
24	switch	C3	-0.38581	1	2	0	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	CZ	-2.251841	0	2	1	280.3165	588.6559	0.443441208	0.6393342
24	switch	CZ	-0.501287	1	2	1	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	C4	-0.61901	0	2	2	280.3165	588.6559	0.443441208	0.6393342
24	switch	C4	0.804507	1	2	2	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	CP3	-1.268101	0	3	0	280.3165	588.6559	0.443441208	0.6393342
24	switch	CP3	0.891578	1	3	0	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	CPZ	-1.139917	0	3	1	280.3165	588.6559	0.443441208	0.6393342
24	switch	CPZ	0.719241	1	3	1	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	CP4	0.832621	0	3	2	280.3165	588.6559	0.443441208	0.6393342
24	switch	CP4	2.969108	1	3	2	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	P3	0.41698	0	4	0	280.3165	588.6559	0.443441208	0.6393342
24	switch	P3	2.412469	1	4	0	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	PZ	0.4427535	0	4	1	280.3165	588.6559	0.443441208	0.6393342
24	switch	PZ	2.758315	1	4	1	280.3165	588.6559	0.443441208	0.6393342
24	No-switch	P4	2.6707345	0	4	2	280.3165	588.6559	0.443441208	0.6393342
24	switch	P4	4.7666735	1	4	2	280.3165	588.6559	0.443441208	0.6393342
25	No-switch	F3	-0.3202655	0	0	0	207.72355	247.66335	0.257008905	0.5051649
25	switch	F3	2.580998	1	0	0	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	FZ	-0.367811	0	0	1	207.72355	247.66335	0.257008905	0.5051649
25	switch	FZ	2.4780545	1	0	1	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	F4	-0.3494865	0	0	2	207.72355	247.66335	0.257008905	0.5051649
25	switch	F4	2.7136465	1	0	2	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	FC3	0.412262	0	1	0	207.72355	247.66335	0.257008905	0.5051649
25	switch	FC3	2.9679045	1	1	0	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	FCZ	0.207135	0	1	1	207.72355	247.66335	0.257008905	0.5051649
25	switch	FCZ	2.6124675	1	1	1	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	FC4	0.537013	0	1	2	207.72355	247.66335	0.257008905	0.5051649
25	switch	FC4	3.0523185	1	1	2	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	C3	0.719484	0	2	0	207.72355	247.66335	0.257008905	0.5051649
25	switch	C3	2.6612645	1	2	0	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	CZ	0.3327515	0	2	1	207.72355	247.66335	0.257008905	0.5051649
25	switch	CZ	2.264209	1	2	1	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	C4	1.0212585	0	2	2	207.72355	247.66335	0.257008905	0.5051649
25	switch	C4	3.0002865	1	2	2	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	CP3	1.250368	0	3	0	207.72355	247.66335	0.257008905	0.5051649
25	switch	CP3	2.9640825	1	3	0	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	CPZ	0.4486985	0	3	1	207.72355	247.66335	0.257008905	0.5051649
25	switch	CPZ	1.997217	1	3	1	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	CP4	1.4936495	0	3	2	207.72355	247.66335	0.257008905	0.5051649
25	switch	CP4	3.194312	1	3	2	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	P3	2.4737445	0	4	0	207.72355	247.66335	0.257008905	0.5051649
25	switch	P3	3.817204	1	4	0	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	PZ	1.4648855	0	4	1	207.72355	247.66335	0.257008905	0.5051649
25	switch	PZ	3.2815925	1	4	1	207.72355	247.66335	0.257008905	0.5051649
25	No-switch	P4	2.570037	0	4	2	207.72355	247.66335	0.257008905	0.5051649
25	switch	P4	3.9151045	1	4	2	207.72355	247.66335	0.257008905	0.5051649
26	No-switch	F3	0.7991525	0	0	0	100.99505	265.30825	0.300283637	0.8486515
26	switch	F3	-1.873401	1	0	0	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	FZ	-1.0359105	0	0	1	100.99505	265.30825	0.300283637	0.8486515
26	switch	FZ	-2.1322955	1	0	1	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	F4	-3.974524	0	0	2	100.99505	265.30825	0.300283637	0.8486515
26	switch	F4	-0.8855565	1	0	2	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	FC3	-0.7740315	0	1	0	100.99505	265.30825	0.300283637	0.8486515
26	switch	FC3	0.5841725	1	1	0	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	FCZ	-1.039055	0	1	1	100.99505	265.30825	0.300283637	0.8486515
26	switch	FCZ	-0.4394225	1	1	1	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	FC4	-2.4686815	0	1	2	100.99505	265.30825	0.300283637	0.8486515
26	switch	FC4	-0.038783	1	1	2	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	C3	0.253176	0	2	0	100.99505	265.30825	0.300283637	0.8486515
26	switch	C3	1.221387	1	2	0	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	CZ	-0.554932	0	2	1	100.99505	265.30825	0.300283637	0.8486515
26	switch	CZ	-0.1641375	1	2	1	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	C4	-3.8977995	0	2	2	100.99505	265.30825	0.300283637	0.8486515
26	switch	C4	0.9199175	1	2	2	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	CP3	0.1155805	0	3	0	100.99505	265.30825	0.300283637	0.8486515
26	switch	CP3	2.111305	1	3	0	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	CPZ	-0.587816	0	3	1	100.99505	265.30825	0.300283637	0.8486515
26	switch	CPZ	0.1615915	1	3	1	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	CP4	-2.351932	0	3	2	100.99505	265.30825	0.300283637	0.8486515
26	switch	CP4	0.5284275	1	3	2	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	P3	2.3632365	0	4	0	100.99505	265.30825	0.300283637	0.8486515
26	switch	P3	2.4012595	1	4	0	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	PZ	-1.841071	0	4	1	100.99505	265.30825	0.300283637	0.8486515
26	switch	PZ	0.5881955	1	4	1	100.99505	265.30825	0.300283637	0.8486515
26	No-switch	P4	-0.5294185	0	4	2	100.99505	265.30825	0.300283637	0.8486515
26	switch	P4	0.303325	1	4	2	100.99505	265.30825	0.300283637	0.8486515
