"Subject"	"Code"	"Congruency"	"Task"	"Gender"	"Race"	"Valence"	"Switch"	"ResponseCode"	"Accuracy"	"RT"	"cumTime"	"logRT"
"16"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	138.7	21824.3	4.91523965627559
"16"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	163.666666666667	15056.3333333333	5.06577295016469
"16"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	10.9	0.9	155.7	23550.6	5.03674338752298
"16"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	230.444444444444	15895.1111111111	5.27323458528002
"16"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	167.545454545455	16964.8181818182	5.05378721677287
"16"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	145.875	21622	4.96393781210196
"16"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	10.1818181818182	0.909090909090909	138.636363636364	18006	4.91725942220372
"16"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	180.75	23088.875	5.17440416190427
"16"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	173.153846153846	17438.4615384615	5.1254413123814
"16"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	154.6	20224.9	5.01363784775546
"16"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	199.846153846154	18574.6153846154	5.25416902665607
"16"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	220.5	21595.7	5.31617875508997
"16"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	202.5	22774.25	5.22379042868179
"16"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	11.2666666666667	0.933333333333333	188.666666666667	18632.8666666667	5.14764653278918
"16"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	350	278	5.85793315448346
"16"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	160.25	24254	5.05307372565584
"16"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	9.8	0.866666666666667	209.533333333333	19878.4666666667	5.32218191383612
"16"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	278	258	5.62762111369064
"16"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	181	761	5.19849703126583
"16"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	163.473684210526	19958.6315789474	5.02926045649796
"16"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	177	668	5.17614973257383
"16"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	10.8421052631579	0.894736842105263	205.578947368421	21251.3684210526	5.28642057115369
"17"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	165.6	16219.9	5.09816117247052
"17"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	10.625	0.875	215.5	20822.25	5.27122983053865
"17"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	152.666666666667	22224.25	5.02225518339917
"17"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	262.428571428571	22772.5714285714	5.45358968697517
"17"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	150.222222222222	21824.2222222222	5.00287146443539
"17"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	178.625	13903.375	5.1208030494382
"17"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	175.777777777778	25502.3333333333	5.15185296256874
"17"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	237.333333333333	19252.7777777778	5.40286072003822
"17"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	8.3	0.7	163.5	16256.2	5.07781367591146
"17"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	9.71428571428571	0.857142857142857	172.857142857143	21497.5714285714	5.12085627843265
"17"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	218	21433.8181818182	5.33956468018521
"17"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	245.375	26813.25	5.44775602068954
"17"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.1666666666667	1	181.333333333333	17360.4166666667	5.15723807632411
"17"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	11	1	162	19789.2222222222	5.07522265039752
"17"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	10.3846153846154	0.923076923076923	204.230769230769	22034.9230769231	5.26813401889066
"17"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1111111111111	1	185.222222222222	23347.6666666667	5.21355683861443
"17"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	150.5	19726	5.01302955246215
"17"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	12	1	203.076923076923	17777.3846153846	5.23867911751677
"17"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	163	584	5.09375020080676
"17"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	170.75	27987.25	5.13034419990178
"17"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	11	1	270.8125	22061.375	5.53067597101992
"17"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	107	880	4.67282883446191
"17"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	155.277777777778	20226.5555555556	5.01669615286964
"17"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	300	2389	5.7037824746562
"17"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	12	1	345.941176470588	22830.5294117647	5.45827162397843
"17"	NA	"incongruent"	"Name"	NA	NA	NA	NA	11	1	NA	NA	NA
"18"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	161.916666666667	17934.8333333333	5.07479348310332
"18"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	10.625	0.875	215.5	20679.25	5.27122983053865
"18"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	152.666666666667	20981.25	5.02225518339917
"18"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	247.75	23891.375	5.39398269390585
"18"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	148.9	22352.2	4.99458241057467
"18"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	175	15154.5555555556	5.10555900191266
"18"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	10.9	0.9	171.3	25956.7	5.12418739863198
"18"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	237.333333333333	18009.7777777778	5.40286072003822
"18"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	8.54545454545454	0.727272727272727	161.272727272727	17204.8181818182	5.06478279020412
"18"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	9.875	0.875	187.375	22115.75	5.18905257964262
"18"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	218	20190.8181818182	5.33956468018521
"18"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	245.375	25570.25	5.44775602068954
"18"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	177.076923076923	17895.2307692308	5.13394857532541
"18"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	162.4	20632.6	5.07889916419342
"18"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	10.3846153846154	0.923076923076923	204.230769230769	20791.9230769231	5.26813401889066
"18"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	178.7	23992.5	5.17095032903119
"18"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	223.5	23532	5.28474612530436
"18"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	12	1	196.866666666667	19022.8	5.21381426817473
"18"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	163	441	5.09375020080676
"18"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	170.75	26744.25	5.13034419990178
"18"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	11	1	247.066666666667	22180.5333333333	5.46999126637905
"18"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	627	386	6.44094654063292
"18"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	107	737	4.67282883446191
"18"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	158.263157894737	20362.9473684211	5.03458510664871
"18"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	300	1146	5.7037824746562
"18"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	12	1	247.421052631579	23647.9473684211	5.39837141269981
"19"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	123.083333333333	15240.75	4.80658177776768
"19"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	156.875	17742.375	5.02801261079872
"19"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	140.416666666667	20259.5	4.91536632518362
"19"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	204.5	23609.75	5.26496409342522
"19"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	130.5	19153	4.86730744857194
"19"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	134.666666666667	12955.5555555556	4.89310502368916
"19"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	177.2	25412.6	5.09390824654767
"19"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	197.222222222222	17612.4444444444	5.180797638853
"19"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	131.636363636364	14739	4.87211378642501
"19"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	9.875	0.875	140.75	18916.25	4.93681122126334
"19"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	10.1818181818182	0.909090909090909	174.181818181818	19759.3636363636	5.11384849296362
"19"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	189.125	25219.375	5.21866649723445
"19"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	128.461538461538	15275.6153846154	4.84556356474758
"19"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	134.4	17667.1	4.88542014582256
"19"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	10.2307692307692	0.923076923076923	178.076923076923	20308.3846153846	5.12525463278233
"19"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	223.4	23492.4	5.28575888596138
"19"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	139.25	20023.25	4.92793854132148
"19"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	12	1	146.2	16262.6	4.96830262894447
"19"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	158	263	5.06259503302697
"19"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	204.25	26472	5.27707730513932
"19"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	9.2	0.8	242.533333333333	21708.5333333333	5.40618354757384
"19"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	648	309	6.47389069635227
"19"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	121	553	4.79579054559674
"19"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	133.473684210526	17447.4736842105	4.87752511498743
"19"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	438	1089	6.08221891037645
"19"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	10.8421052631579	0.894736842105263	279.894736842105	23229.1052631579	5.57499254714099
"20"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	11.0833333333333	0.916666666666667	200	19578.5	5.23434063923916
"20"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	183.5	22498.375	5.20349105919671
"20"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	262.333333333333	25712.8333333333	5.49670263711064
"20"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	10.625	0.875	343.875	30053	5.79017265279436
"20"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	184	24428.4	5.201233994669
"20"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	201.555555555556	16804.4444444444	5.28178160151576
"20"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	248.8	32439.2	5.4457172104494
"20"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	312.333333333333	22453	5.52019005137084
"20"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	189.090909090909	18911	5.21409822565694
"20"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	237.375	24086.75	5.41114646651284
"20"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	239.727272727273	25079.6363636364	5.41650215580854
"20"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	365.625	32119.875	5.81050613211323
"20"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	184.769230769231	19556.0769230769	5.19741693972309
"20"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	209.1	22540.5	5.29806650106337
"20"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	262.153846153846	25800.2307692308	5.43690477141882
"20"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	375.4	29951.2	5.8707246631007
"20"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	9.25	0.75	210.75	25278	5.33973061995338
"20"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	12	1	223.466666666667	20819.8	5.36061834832329
"20"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	269	341	5.59471137960184
"20"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	375	33568.25	5.85162469501258
"20"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	9.8	0.866666666666667	355.733333333333	27654.4	5.78746127067397
"20"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	539	354	6.289715570909
"20"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	214	741	5.36597601502185
"20"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	191.368421052632	22260.6842105263	5.21595875857293
"20"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	327	1024	5.78996017089725
"20"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	10.2631578947368	0.842105263157895	323.368421052632	29686.4736842105	5.68669683218793
"21"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	137.166666666667	15907.9166666667	4.89609685206536
"21"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	156.125	18309	5.02586471732036
"21"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	159.833333333333	20532.0833333333	5.03109218203687
"21"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	190	23031	5.20634097648478
"21"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	140	19925.1	4.91746017962383
"21"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	150.777777777778	13528	4.99417523308242
"21"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	153.8	25293.7	5.00917463886145
"21"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	229.333333333333	17813.1111111111	5.37463224820795
"21"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	146.454545454545	15360.2727272727	4.9761482372412
"21"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	138.375	19613.875	4.89517660538071
"21"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	10.1818181818182	0.909090909090909	179.909090909091	19749.6363636364	5.13569773278809
"21"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	182.5	24965.125	5.18805728127304
"21"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	146.076923076923	15847.1538461538	4.9625111056291
"21"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	10.2	0.9	121.7	18363.2	4.79695474446383
"21"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	167	20232.9230769231	5.06978787689863
"21"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	176.3	23436.8	5.12011900008527
"21"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	195	20656.5	5.24013250530112
"21"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	12	1	138.333333333333	16884	4.90967081318686
"21"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	179	303	5.18738580584075
"21"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	6.5	0.5	312	25818.5	5.66617478640088
"21"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	7.4	0.6	228.933333333333	21603.3333333333	5.37155996185433
"21"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	2	0	203	370	5.31320597904179
"21"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	109	613	4.69134788222914
"21"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	124.052631578947	18127.7894736842	4.80352710709867
"21"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	1	0	343	830	5.83773044716594
"21"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	11.4210526315789	0.947368421052632	206.894736842105	23074.1578947368	5.27989581524696
"22"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	163.166666666667	19213.5833333333	5.07523868670359
"22"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	205.625	22022.75	5.32013055514232
"22"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	179.083333333333	24306.9166666667	5.1550091117623
"22"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	287.875	27257.5	5.56220265537975
"22"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	190.4	23997.9	5.22003559539272
"22"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	10.7777777777778	0.888888888888889	221	16363.2222222222	5.3715270009234
"22"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	207.6	29882.1	5.30214735392061
"22"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	10.7777777777778	0.888888888888889	330.777777777778	20945.7777777778	5.71991012937089
"22"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	181.545454545455	18466.8181818182	5.1701671777433
"22"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	256	23576.125	5.49696394649449
"22"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	180.909090909091	23356.4545454545	5.17267965874088
"22"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	9.875	0.875	258.5	29296.5	5.53334591360922
"22"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	163.692307692308	19095.3076923077	5.0930207927359
"22"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	222.1	22102.8	5.38295775119241
"22"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	231.230769230769	24021.5384615385	5.40611939822033
"22"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	344.8	27474.7	5.78378724542344
"22"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	239.25	24746	5.43498769077355
"22"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	11.2666666666667	0.933333333333333	202.333333333333	20340.8666666667	5.29031069788389
"22"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	191	472	5.25227342804663
"22"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	226	30375.75	5.39751565786522
"22"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	10.4	0.933333333333333	285.066666666667	25489	5.64030892733966
"22"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	549	429	6.30809844150953
"22"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	153	795	5.03043792139244
"22"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	177.789473684211	21810.0526315789	5.15655443369933
"22"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	198	1109	5.28826703069454
"22"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	12	1	333.368421052632	27118.7368421053	5.72125008608497
"23"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	189.333333333333	19402.4166666667	5.22266047807701
"23"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	241.375	22191.375	5.36720587625538
"23"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	266.916666666667	27163.1666666667	5.47323390175116
"23"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	387.75	30831.25	5.86388086246085
"23"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	170.8	24126.4	5.10414151439054
"23"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	10.7777777777778	0.888888888888889	182.555555555556	16579.5555555556	5.1982825034842
"23"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	276	33623.9	5.55614116079452
"23"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	370.444444444444	23090.4444444444	5.8396183793013
"23"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	177.272727272727	18689.3636363636	5.15586092646167
"23"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	221.25	23767.625	5.33068101215743
"23"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	259.727272727273	26111.5454545455	5.45767405638759
"23"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	9.875	0.875	290.875	33085.125	5.60420668649347
"23"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	10.3846153846154	0.923076923076923	199.461538461538	19383.6153846154	5.27811267897688
"23"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	210.2	22242.8	5.30428129579681
"23"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	10.2307692307692	0.923076923076923	278.153846153846	27087	5.55927388051996
"23"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	297.5	31029.2	5.5914751205446
"23"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	192.75	25095	5.24087280880891
"23"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	12	1	188.6	20591.8	5.2249168397743
"23"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	210	267	5.34710753071747
"23"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	434.25	35100	5.98274167344984
"23"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	10.4	0.933333333333333	412.733333333333	28584.6	5.96152723340246
"23"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	367	411	5.90536184805457
"23"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	2	0	286	610	5.65599181081985
"23"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	182.052631578947	21958.8947368421	5.16582691997523
"23"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	463	911	6.13772705408623
"23"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	11.4210526315789	0.947368421052632	294.526315789474	30545.5789473684	5.64368364118087
"24"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	11.0833333333333	0.916666666666667	130.916666666667	17739.8333333333	4.84576114809815
"24"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	10.625	0.875	231.125	20354.25	5.35424780764248
"24"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	11.0833333333333	0.916666666666667	154.75	30596.5	4.92743309217028
"24"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	380.875	33697	5.62784577109513
"24"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	10.9	0.9	167.4	22048	5.04932960415765
"24"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	10.7777777777778	0.888888888888889	154.777777777778	15154.3333333333	5.01238966277207
"24"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	12	1	193.2	36599.8	5.13862951892
"24"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	345.444444444444	26611.5555555556	5.7166962335907
"24"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	10.1818181818182	0.909090909090909	157.454545454545	17104.4545454545	4.98935548702797
"24"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	148.875	21848.25	4.96518532717215
"24"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	9.36363636363636	0.818181818181818	181.363636363636	29489.8181818182	5.16703266597092
"24"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	284	36198	5.54015207879533
"24"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	149.153846153846	17691.6153846154	4.96138403787063
"24"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	10.2	0.9	165.8	20348.2	5.04362157410295
"24"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	9.53846153846154	0.846153846153846	281.538461538462	30408.9230769231	5.43372274311784
"24"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	11.1	1	279.8	34094.6	5.47863518611566
"24"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	126.25	23000	4.83709697691646
"24"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	10.5333333333333	0.866666666666667	194.733333333333	18816.6666666667	5.18631338427744
"24"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	285	461	5.65248918026865
"24"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	257.75	37953.5	5.50344308202155
"24"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	9.2	0.8	498.8	31756.4	5.92749155497532
"24"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	983	436	6.89060912014717
"24"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	148	877	4.99721227376411
"24"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	168.052631578947	20115.4736842105	5.07394466631232
"24"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	1	0	1759	1552	7.47250074473756
"24"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	10.8421052631579	0.894736842105263	353.631578947368	33621.2631578947	5.73165363684368
"24"	NA	"congruent"	"Name"	NA	NA	NA	"Stay"	1	0	NA	NA	NA
