sub	cell	channel	early_mean	late_mean	switch	incongruency	coronal	sagittal	SC_RT	CE_RT	old_IAT	IAT_2003
9	congruent_switch	P4	4.049395	5.364368	1	0	4	2	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	CP4	2.953968	4.923449	1	0	3	2	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	C4	2.399352	4.50761	1	0	2	2	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	P3	4.343404	5.098601	1	0	4	0	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	CP3	3.274667	5.232929	1	0	3	0	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	CPZ	2.270628	5.127692	1	0	3	1	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	CZ	2.177123	4.775644	1	0	2	1	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	FC4	2.201117	4.209179	1	0	1	2	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	C3	2.654597	4.56097	1	0	2	0	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	FCZ	2.096058	4.2357	1	0	1	1	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	FZ	1.686059	3.354716	1	0	0	1	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	F4	1.602419	3.489457	1	0	0	2	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	FC3	2.531469	3.739521	1	0	1	0	181.27775	262.83935	0.139179477	0.7678545
9	congruent_switch	F3	1.572693	2.672082	1	0	0	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	PZ	0.010251	5.216121	0	1	4	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	P4	1.361603	5.35233	0	1	4	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	CP4	0.376271	4.668155	0	1	3	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	C4	0.383645	4.241816	0	1	2	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	P3	0.075694	4.095137	0	1	4	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	CP3	-0.443425	4.048394	0	1	3	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	CPZ	-1.319185	4.006572	0	1	3	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	CZ	-1.326041	3.714219	0	1	2	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	FC4	-0.302356	3.614797	0	1	1	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	C3	-0.692108	3.527364	0	1	2	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	FCZ	-1.324204	3.261793	0	1	1	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	FZ	-1.512258	2.699309	0	1	0	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	F4	-1.238616	2.33746	0	1	0	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	FC3	-0.73728	3.084672	0	1	1	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_stay	F3	-1.445264	2.672863	0	1	0	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	PZ	2.657821	4.513083	1	1	4	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	P4	3.915271	4.964492	1	1	4	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	CP4	3.595186	4.667805	1	1	3	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	C4	3.748835	4.366087	1	1	2	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	P3	3.471518	5.028358	1	1	4	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	CP3	2.89385	4.577117	1	1	3	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	CPZ	1.912498	3.987746	1	1	3	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	CZ	2.583316	4.405122	1	1	2	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	FC4	4.16116	4.634137	1	1	1	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	C3	2.98594	4.41318	1	1	2	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	FCZ	3.328321	4.635553	1	1	1	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	FZ	3.645874	4.502804	1	1	0	1	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	F4	4.22046	4.461022	1	1	0	2	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	FC3	3.898391	4.585903	1	1	1	0	181.27775	262.83935	0.139179477	0.7678545
9	incongruent_switch	F3	4.081495	4.549541	1	1	0	0	181.27775	262.83935	0.139179477	0.7678545
11	congruent_stay	PZ	1.059605	4.047059	0	0	4	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	P4	0.422982	2.44353	0	0	4	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	CP4	-0.715423	2.825589	0	0	3	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	C4	-1.628313	2.895196	0	0	2	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	P3	0.687678	2.769176	0	0	4	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	CP3	-0.164522	3.296726	0	0	3	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	CPZ	0.076352	4.537587	0	0	3	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	CZ	-1.256104	4.149687	0	0	2	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	FC4	-1.965044	2.278674	0	0	1	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	C3	-0.586388	3.475467	0	0	2	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	FCZ	-2.283061	2.249022	0	0	1	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	FZ	-2.857264	0.71736	0	0	0	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	F4	-2.714226	0.552968	0	0	0	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	FC3	-1.567007	2.009601	0	0	1	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_stay	F3	-2.575825	0.562488	0	0	0	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	PZ	0.733793	5.063169	1	0	4	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	P4	0.895187	3.763595	1	0	4	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	CP4	-0.380222	3.539172	1	0	3	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	C4	-0.732808	4.114772	1	0	2	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	P3	0.470077	3.624645	1	0	4	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	CP3	-0.46664	4.060651	1	0	3	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	CPZ	0.647077	6.24622	1	0	3	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	CZ	-0.914293	5.569844	1	0	2	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	FC4	-1.123367	3.054575	1	0	1	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	C3	-0.549691	4.427483	1	0	2	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	FCZ	-2.524662	2.66152	1	0	1	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	FZ	-3.557986	0.502582	1	0	0	1	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	F4	-3.158209	0.607933	1	0	0	2	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	FC3	-2.091787	2.195797	1	0	1	0	110.51785	171.14545	0.266967441	0.8682458
11	congruent_switch	F3	-2.9201	1.089269	1	0	0	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	PZ	0.861974	2.49619	0	1	4	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	P4	0.848374	1.5208	0	1	4	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	CP4	-0.519688	1.06045	0	1	3	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	C4	-0.887049	1.500015	0	1	2	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	P3	-0.344091	0.6517	0	1	4	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	CP3	-1.089173	0.905485	0	1	3	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	CPZ	-0.149656	2.615064	0	1	3	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	CZ	-1.132561	2.404977	0	1	2	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	FC4	-1.884084	0.551819	0	1	1	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	C3	-1.617179	1.048028	0	1	2	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	FCZ	-2.317738	0.226155	0	1	1	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	FZ	-3.85149	-2.256715	0	1	0	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	F4	-3.016654	-1.273525	0	1	0	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	FC3	-1.965826	-0.576487	0	1	1	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_stay	F3	-4.446097	-2.431338	0	1	0	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	PZ	3.135812	5.470502	1	1	4	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	P4	2.228932	3.414319	1	1	4	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	CP4	2.049455	3.880135	1	1	3	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	C4	1.387869	3.455059	1	1	2	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	P3	2.16142	3.507089	1	1	4	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	CP3	2.343825	4.275658	1	1	3	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	CPZ	3.50924	6.131894	1	1	3	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	CZ	2.954125	6.026145	1	1	2	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	FC4	0.530726	2.625025	1	1	1	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	C3	2.786589	4.903733	1	1	2	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	FCZ	1.584066	3.805008	1	1	1	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	FZ	0.270665	1.938814	1	1	0	1	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	F4	0.014223	1.910341	1	1	0	2	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	FC3	1.417905	3.503315	1	1	1	0	110.51785	171.14545	0.266967441	0.8682458
11	incongruent_switch	F3	0.539167	1.468643	1	1	0	0	110.51785	171.14545	0.266967441	0.8682458
14	congruent_stay	PZ	14.995924	3.810289	0	0	4	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	P4	10.75384	3.496684	0	0	4	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	CP4	7.654578	4.19744	0	0	3	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	C4	4.889231	3.777391	0	0	2	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	P3	13.847681	3.35712	0	0	4	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	CP3	11.306858	4.497269	0	0	3	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	CPZ	13.41908	5.904691	0	0	3	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	CZ	10.694499	5.751308	0	0	2	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	FC4	2.024176	2.239531	0	0	1	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	C3	8.844904	5.050344	0	0	2	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	FCZ	5.996548	3.876148	0	0	1	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	FZ	-0.769467	0.265668	0	0	0	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	F4	-1.713344	0.156002	0	0	0	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	FC3	4.052793	2.91922	0	0	1	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_stay	F3	-0.373411	0.517492	0	0	0	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	PZ	17.05527	4.948772	1	0	4	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	P4	13.028512	3.918705	1	0	4	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	CP4	10.767497	4.995779	1	0	3	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	C4	8.01822	4.96189	1	0	2	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	P3	15.251143	4.368365	1	0	4	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	CP3	13.976014	5.970263	1	0	3	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	CPZ	16.095274	7.434949	1	0	3	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	CZ	14.193898	7.592953	1	0	2	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	FC4	5.41682	3.311606	1	0	1	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	C3	11.906098	6.284811	1	0	2	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	FCZ	10.308971	5.970532	1	0	1	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	FZ	3.366783	1.984703	1	0	0	1	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	F4	1.842199	0.723916	1	0	0	2	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	FC3	7.52718	4.084732	1	0	1	0	95.75085	136.67945	0.262101563	0.8561086
14	congruent_switch	F3	3.042144	1.46148	1	0	0	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	PZ	12.92052	4.410558	0	1	4	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	P4	9.668644	4.073566	0	1	4	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	CP4	6.90281	3.89712	0	1	3	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	C4	5.019837	3.881915	0	1	2	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	P3	11.550189	3.877322	0	1	4	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	CP3	10.14807	4.851325	0	1	3	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	CPZ	11.116749	6.189037	0	1	3	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	CZ	8.512203	5.932843	0	1	2	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	FC4	3.498636	2.471694	0	1	1	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	C3	8.334946	4.96326	0	1	2	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	FCZ	5.965098	4.100063	0	1	1	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	FZ	1.187668	0.387322	0	1	0	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	F4	1.257378	0.401215	0	1	0	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	FC3	4.774347	2.828712	0	1	1	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_stay	F3	1.257816	0.205137	0	1	0	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	PZ	12.728529	2.697731	1	1	4	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	P4	9.165577	1.692938	1	1	4	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	CP4	6.336149	1.100365	1	1	3	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	C4	4.970098	1.226079	1	1	2	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	P3	12.283735	2.925816	1	1	4	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	CP3	11.11033	4.078612	1	1	3	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	CPZ	11.226015	4.635548	1	1	3	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	CZ	9.042421	4.258824	1	1	2	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	FC4	4.326542	0.607809	1	1	1	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	C3	9.173184	3.888072	1	1	2	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	FCZ	6.822194	1.960548	1	1	1	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	FZ	3.134397	-0.541346	1	1	0	1	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	F4	3.247706	-0.467438	1	1	0	2	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	FC3	6.774626	2.454522	1	1	1	0	95.75085	136.67945	0.262101563	0.8561086
14	incongruent_switch	F3	4.420088	0.757363	1	1	0	0	95.75085	136.67945	0.262101563	0.8561086
15	congruent_stay	PZ	8.915775	9.992176	0	0	4	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	P4	9.533555	7.729972	0	0	4	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	CP4	8.880592	8.106596	0	0	3	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	C4	7.58884	8.505446	0	0	2	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	P3	9.083306	7.795948	0	0	4	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	CP3	9.378562	10.411174	0	0	3	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	CPZ	9.126631	10.734044	0	0	3	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	CZ	7.328183	9.797458	0	0	2	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	FC4	7.303838	9.210781	0	0	1	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	C3	9.541931	10.891041	0	0	2	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	FCZ	4.915467	6.887213	0	0	1	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	FZ	1.789701	4.733309	0	0	0	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	F4	4.102421	6.303803	0	0	0	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	FC3	6.625755	8.28539	0	0	1	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_stay	F3	2.915131	5.603263	0	0	0	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	PZ	8.47239	8.623704	1	0	4	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	P4	9.95833	7.314017	1	0	4	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	CP4	9.736133	7.922944	1	0	3	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	C4	8.538772	8.456596	1	0	2	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	P3	7.87083	5.158136	1	0	4	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	CP3	7.222491	7.115955	1	0	3	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	CPZ	8.520491	9.818635	1	0	3	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	CZ	7.069414	8.725908	1	0	2	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	FC4	7.309537	8.057625	1	0	1	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	C3	7.044661	7.481121	1	0	2	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	FCZ	4.69639	5.647209	1	0	1	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	FZ	2.38332	3.324706	1	0	0	1	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	F4	5.038506	5.683229	1	0	0	2	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	FC3	5.537268	5.723397	1	0	1	0	178.5134	272.1544	0.401445385	0.9790621
15	congruent_switch	F3	3.00148	3.535797	1	0	0	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	PZ	4.524313	5.539542	0	1	4	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	P4	4.611357	2.867788	0	1	4	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	CP4	4.328966	3.520062	0	1	3	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	C4	3.440429	3.328977	0	1	2	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	P3	5.839756	4.675386	0	1	4	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	CP3	6.000144	6.53685	0	1	3	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	CPZ	3.820679	5.338132	0	1	3	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	CZ	2.514509	4.442179	0	1	2	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	FC4	2.675732	3.063713	0	1	1	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	C3	5.805345	6.393366	0	1	2	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	FCZ	0.432243	0.383828	0	1	1	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	FZ	-1.848202	-0.39459	0	1	0	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	F4	1.002552	0.799365	0	1	0	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	FC3	4.082977	4.323034	0	1	1	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_stay	F3	0.331077	0.661463	0	1	0	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	PZ	3.72815	7.04086	1	1	4	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	P4	5.055802	3.983652	1	1	4	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	CP4	5.094936	5.656256	1	1	3	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	C4	5.156262	6.580258	1	1	2	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	P3	5.984017	6.143423	1	1	4	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	CP3	6.103147	7.405168	1	1	3	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	CPZ	4.92978	8.992883	1	1	3	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	CZ	3.886862	8.676505	1	1	2	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	FC4	5.36413	6.417572	1	1	1	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	C3	6.265846	6.902089	1	1	2	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	FCZ	4.508843	6.628413	1	1	1	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	FZ	1.790445	3.025036	1	1	0	1	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	F4	2.912931	3.727686	1	1	0	2	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	FC3	4.752671	4.805308	1	1	1	0	178.5134	272.1544	0.401445385	0.9790621
15	incongruent_switch	F3	2.109644	2.623844	1	1	0	0	178.5134	272.1544	0.401445385	0.9790621
16	congruent_stay	PZ	11.05145	3.629975	0	0	4	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	P4	6.510196	0.27375	0	0	4	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	CP4	6.100116	0.135425	0	0	3	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	C4	4.502304	-0.685261	0	0	2	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	P3	9.581872	2.951356	0	0	4	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	CP3	9.646263	3.486087	0	0	3	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	CPZ	9.161024	2.221718	0	0	3	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	CZ	7.529323	0.754063	0	0	2	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	FC4	1.746313	-2.83332	0	0	1	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	C3	8.970772	3.754857	0	0	2	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	FCZ	3.361465	-2.140892	0	0	1	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	FZ	0.850702	-3.890695	0	0	0	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	F4	-0.541685	-4.887496	0	0	0	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	FC3	5.90029	1.87645	0	0	1	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_stay	F3	2.83482	-0.753122	0	0	0	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	PZ	10.799255	5.702495	1	0	4	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	P4	8.149748	1.986737	1	0	4	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	CP4	7.252098	2.179866	1	0	3	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	C4	5.98948	2.678645	1	0	2	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	P3	10.245695	6.075458	1	0	4	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	CP3	9.500054	6.208332	1	0	3	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	CPZ	8.484441	4.498288	1	0	3	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	CZ	7.896762	4.417518	1	0	2	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	FC4	3.709414	1.491701	1	0	1	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	C3	9.132274	6.727507	1	0	2	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	FCZ	4.966534	2.378869	1	0	1	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	FZ	2.402452	0.229425	1	0	0	1	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	F4	1.203213	-0.602343	1	0	0	2	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	FC3	7.124029	5.96475	1	0	1	0	85.20345	76.26035	0.173498455	0.4104777
16	congruent_switch	F3	4.552461	3.520337	1	0	0	0	85.20345	76.26035	0.173498455	0.4104777
16	incongruent_stay	PZ	12.505739	9.15571	0	1	4	1	85.20345	76.26035	0.173498455	0.4104777
16	incongruent_stay	P4	10.156377	6.790719	0	1	4	2	85.20345	76.26035	0.173498455	0.4104777
16	incongruent_stay	CP4	8.243272	5.403986	0	1	3	2	85.20345	76.26035	0.173498455	0.4104777
16	incongruent_stay	C4	6.14445	4.035637	0	1	2	2	85.20345	76.26035	0.173498455	0.4104777
16	incongruent_stay	P3	12.381497	10.089628	0	1	4	0	85.20345	76.26035	0.173498455	0.4104777
16	incongruent_stay	CP3	11.145729	9.145814	0	1	3	0	85.20345	76.26035	0.173498455	0.4104777
